id_municipio,uf,homicidio_media,homicidio_cv,roubo_veiculo_media,furto_veiculo_media,total_crimes_violentos,proporcao_roubo_furto,tendencia_homicidios,volatilidade_crimes,nome_municipio,is_capital,cluster,indice_criminalidade,is_hotspot
3550308,SP,131.49583333333334,0.7585806081642854,2976.391666666667,3690.225,5701.55,0.30622752795604735,-0.007147507374514024,9542.310145233409,São Paulo,1,2,0.9421220577873219,True
3304557,RJ,93.14814814814815,0.2356014083669148,1403.325925925926,602.7037037037037,7064.474074074074,0.8950704640603809,0.005892528871996139,4421.5599292454945,Rio de Janeiro,1,1,0.7223584562288747,True
3301702,RJ,24.511111111111113,0.4124556243354087,280.7925925925926,88.74814814814815,1074.8296296296296,2.254368252857847,0.010199256618542221,525.1010905974036,Duque de Caxias,0,8,0.13671321243059573,True
3304904,RJ,20.807407407407407,0.48858339249657373,282.36296296296297,93.14074074074074,1132.3851851851853,2.208887776731041,0.0121914660125688,581.7847388167072,São Gonçalo,0,8,0.12967306428329484,True
3303500,RJ,25.82962962962963,0.4269309830155742,191.7925925925926,76.88888888888889,811.1407407407407,1.9788890133273602,0.010549908660561965,388.8202129764785,Outros,0,8,0.12524170356127684,True
3509502,SP,15.420833333333333,0.6631554886872962,330.6,357.9166666666667,473.1166666666667,0.267822181694945,-0.004610404654966094,887.1775621821321,Campinas,0,3,0.09489225082478428,True
3518800,SP,18.491666666666667,0.6910202408637377,204.87916666666666,231.20416666666668,351.12916666666666,0.32301959165837196,-0.007097632978675264,530.4616601963633,Guarulhos,0,3,0.08783839727110351,True
3300456,RJ,15.244444444444444,0.37033722380478507,137.15555555555557,32.8962962962963,421.0814814814815,3.2844553683831905,0.00925508735557827,204.1982703166483,Outros,0,8,0.07067382650957964,True
3305109,RJ,10.614814814814816,0.49503312558586654,157.05185185185186,43.25925925925926,589.0148148148148,3.102264600715137,0.011709135166218602,294.83989678000637,Outros,0,8,0.06657199022437522,True
3547809,SP,6.5375,0.7005946701082444,292.74583333333334,285.37916666666666,434.5083333333333,0.4731791587967015,-0.006065206877894918,466.71859624257274,Outros,0,3,0.053011527530708535,True
3548708,SP,7.816666666666666,0.819201921462409,252.92916666666667,181.85,377.77916666666664,0.48258076438106007,-0.006692768145080204,397.63693508428827,Outros,0,3,0.05232173758667559,True
3301009,RJ,13.844444444444445,0.4545113635843344,12.133333333333333,23.511111111111113,133.3925925925926,0.4926284301455999,0.011145057587278524,117.42291704770676,Outros,0,10,0.05147001422188287,True
3534401,SP,8.075,0.8871275044667514,113.35416666666667,207.62083333333334,250.08333333333334,0.36538751887267235,-0.0065329428474856345,354.2519270263137,Osasco,0,3,0.046320857112018665,True
3303302,RJ,6.111111111111111,0.626998244564566,87.13333333333334,59.71111111111111,413.54814814814813,0.7726691671232107,0.01501236884201784,298.8620083400364,Nova Iguaçu,0,10,0.045547159502980994,True
3543402,SP,4.458333333333333,0.7035720896597161,48.74166666666667,161.71666666666667,108.32916666666667,0.09930487780588364,-0.002468500246159595,578.9439093518884,Outros,0,3,0.036363582783874276,True
3513801,SP,5.691666666666666,0.8308886344302183,165.56666666666666,86.4625,281.625,0.8024914266325751,-0.007264949155731878,204.79282933430065,Outros,0,3,0.035711559077308865,True
3549904,SP,6.225,0.6982828533930298,73.99166666666666,146.51666666666668,126.05,0.19420190028565062,-0.004835396647228123,327.7706129127881,Outros,0,3,0.03459355794464607,True
3552205,SP,5.8,0.5754527017148447,38.87916666666667,137.62083333333334,87.77916666666667,0.10820725194828051,-0.0036669990941668546,417.0988195334076,Outros,0,3,0.034483914910184724,True
3300704,RJ,8.496296296296297,0.4829066711653852,8.088888888888889,15.681481481481482,69.06666666666666,0.3696988877837056,0.011541922337583574,80.9208574966576,Outros,0,10,0.03132211670299544,True
3302403,RJ,7.644444444444445,0.5399433912095554,14.614814814814816,11.896296296296295,95.37777777777778,0.6506262359920897,0.013125419399046068,68.9426006551875,Outros,0,10,0.029471594512552175,True
3529401,SP,5.408333333333333,0.8162749774574958,104.17916666666666,91.74166666666666,161.32083333333333,0.4579320303990797,-0.0063472135408751025,176.47056125774185,Outros,0,3,0.028850422091992078,True
3301900,RJ,6.2444444444444445,0.6739016095801351,41.62222222222222,18.725925925925925,161.02962962962962,1.545790797455245,0.01537060108348725,82.57767818885773,Outros,0,7,0.028429548607913028,True
3523107,SP,6.133333333333334,0.7722483973231188,54.22083333333333,36.05,112.60416666666667,0.6176548790215368,-0.0068200618118311376,94.86828768466793,Outros,0,3,0.026421524905661763,True
3304144,RJ,6.607407407407408,0.7997965318933774,13.422222222222222,11.214814814814815,92.61481481481482,1.221953272995159,0.017811969492890198,47.04335805933165,Outros,0,7,0.025511188563703168,True
3302502,RJ,6.237037037037037,0.601253286296036,16.533333333333335,18.68148148148148,101.75555555555556,0.8725218215034847,0.014539567529465369,62.049575254294986,Outros,0,10,0.0252445011109723,True
3510609,SP,5.379166666666666,0.7966064406581638,41.266666666666666,58.608333333333334,105.01666666666667,0.44555617663499164,-0.006735608197762715,125.54702759175221,Outros,0,3,0.024769704990194093,True
3548500,SP,2.658333333333333,0.9817850764727005,24.7375,131.65416666666667,76.47083333333333,0.10204316745678359,-0.007206235250153008,401.9295616735268,Outros,0,3,0.0239700866357596,True
3541000,SP,3.341666666666667,0.9447287939025364,49.35,71.8875,115.72916666666667,0.23358504944836067,-0.005871879071322732,260.86464426761916,Outros,0,3,0.02328094785052957,True
