Estado,Tipo_Crime,MAPE_%,AIC
SP,roubo_total,10.409514048853731,3806.4302710198035
SP,furto_total,27.594671897134777,4071.24448492397
RJ,roubo_total,19.565328288321645,1937.5731542387969
RJ,furto_total,5.011152961702992,1952.6376667932593
