id_municipio,uf,homicidio_media,homicidio_cv,roubo_veiculo_media,furto_veiculo_media,total_crimes_violentos,proporcao_roubo_furto,tendencia_homicidios,volatilidade_crimes,nome_municipio,is_capital,cluster,indice_criminalidade,is_hotspot
3527504,SP,0.01,10.9302,0.0,0.02,0.01,0.0,0.0034,0.62,Lucianópolis,0,6,0.0,False
3527256,SP,0.0,15.4882,0.0,0.05,0.02,0.0143,0.0101,0.67,Lourdes,0,4,0.0,False
3527108,SP,0.55,1.3275,0.62,7.51,3.06,0.0243,0.0013,58.79,Lins,0,3,0.0037,False
3526803,SP,0.22,2.0298,0.72,3.42,2.07,0.0344,0.0008,30.37,Lençóis Paulista,0,3,0.0017,False
3527009,SP,0.01,8.9061,0.1,0.69,0.2,0.0348,-0.0041,3.08,Lindóia,0,6,0.0001,False
3526902,SP,1.48,1.0001,22.02,78.66,39.16,0.1096,-0.0045,188.77,Limeira,0,3,0.0121,True
3526209,SP,0.57,1.4809,1.58,1.31,3.57,0.0951,-0.0045,17.34,Juquitiba,0,3,0.0024,False
3526407,SP,0.17,2.3946,0.4,1.2,0.93,0.0331,-0.0032,12.96,Laranjal Paulista,0,3,0.001,False
3526704,SP,0.98,1.0275,3.0,12.01,8.13,0.0611,-0.0016,65.6,Leme,0,3,0.0054,False
3526506,SP,0.04,4.8057,0.0,0.02,0.06,0.0039,-0.0047,2.47,Lavínia,0,5,0.0002,False
3526605,SP,0.08,3.7245,0.09,0.25,0.38,0.0503,0.0031,3.42,Lavrinhas,0,5,0.0004,False
3526308,SP,0.03,5.7812,0.01,0.15,0.1,0.0205,0.0018,1.87,Lagoinha,0,5,0.0002,False
3526100,SP,0.36,1.7611,0.28,0.54,1.34,0.0395,-0.0072,14.05,Juquiá,0,3,0.0016,False
3525854,SP,0.01,10.9302,0.05,0.09,0.15,0.0717,0.0026,1.12,Jumirim,0,6,0.0001,False
3525904,SP,2.41,0.7653,46.48,102.94,71.05,0.1377,-0.0042,270.48,Jundiaí,0,3,0.0188,True
3525508,SP,0.1,3.2728,0.1,0.76,0.34,0.0244,-0.0011,5.63,Joanópolis,0,3,0.0005,False
3526001,SP,0.06,4.0261,0.01,0.39,0.13,0.0082,-0.0022,5.27,Junqueirópolis,0,5,0.0003,False
3525607,SP,0.02,6.2578,0.02,0.04,0.05,0.0139,0.0063,1.03,João Ramalho,0,5,0.0001,False
3525409,SP,0.03,5.7812,0.04,0.1,0.11,0.0159,-0.005,3.0,Jeriquara,0,5,0.0002,False
3525805,SP,0.02,7.6967,0.0,0.05,0.03,0.0089,0.0029,1.07,Júlio Mesquita,0,6,0.0001,False
3525706,SP,0.15,2.8016,0.23,3.19,1.29,0.0274,0.0025,23.76,José Bonifácio,0,5,0.0012,False
3525201,SP,0.36,1.6855,3.0,2.22,4.48,0.1775,0.0013,12.46,Jarinu,0,3,0.0017,False
3525003,SP,1.76,0.9149,6.48,12.45,17.56,0.2298,-0.0048,36.88,Jandira,0,3,0.0073,False
3524907,SP,0.02,6.8697,0.1,0.26,0.25,0.04,0.0084,3.19,Jambeiro,0,6,0.0002,False
3525300,SP,0.49,1.404,0.86,12.4,3.49,0.0243,-0.0002,70.47,Jaú,0,3,0.0038,False
3525102,SP,0.38,1.6048,1.35,4.77,3.22,0.055,-0.0005,29.04,Jardinópolis,0,3,0.0022,False
3524709,SP,0.27,1.7978,3.42,10.11,5.7,0.0969,-0.0035,30.98,Jaguariúna,0,3,0.002,False
3524501,SP,0.02,6.2578,0.04,0.22,0.09,0.0151,0.001,2.54,Jaci,0,5,0.0002,False
3524204,SP,0.02,7.6967,0.04,0.16,0.08,0.0144,0.0051,2.32,Jaborandi,0,6,0.0001,False
3524600,SP,0.12,2.7573,0.18,0.5,0.57,0.0351,-0.0006,7.26,Jacupiranga,0,3,0.0006,False
3524303,SP,0.55,1.2749,1.32,8.97,6.16,0.049,0.0001,64.63,Jaboticabal,0,3,0.004,False
3523800,SP,0.06,3.881,0.03,0.15,0.12,0.016,-0.002,2.23,Itobi,0,5,0.0003,False
3524105,SP,0.35,1.8351,0.4,3.4,1.58,0.0232,-0.0028,30.18,Ituverava,0,3,0.0021,False
3524006,SP,0.44,1.4415,3.68,4.39,6.09,0.1229,-0.0029,25.11,Itupeva,0,3,0.0024,False
3523909,SP,1.53,0.879,9.0,31.5,15.72,0.076,-0.0037,103.65,Itu,0,3,0.0086,False
3523701,SP,0.03,5.3963,0.12,0.3,0.25,0.0317,-0.0033,3.88,Itirapuã,0,5,0.0002,False
3523305,SP,0.28,2.0485,0.34,0.36,0.93,0.0514,-0.0042,7.17,Itariri,0,3,0.0011,False
3523503,SP,0.12,3.0982,0.05,0.38,0.29,0.0187,0.0023,5.07,Itatinga,0,5,0.0005,False
3523206,SP,0.2,2.1551,0.25,1.85,1.11,0.0207,-0.0032,25.14,Itararé,0,3,0.0014,False
3523404,SP,0.7,1.2047,7.69,13.95,13.79,0.1266,-0.0051,56.49,Itatiba,0,3,0.0045,False
3522653,SP,0.02,6.8697,0.0,0.03,0.03,0.0144,-0.002,0.51,Itapirapuã Paulista,0,5,0.0001,False
3522505,SP,3.7,0.7676,12.25,20.12,33.81,0.2605,-0.0049,61.84,Itapevi,0,3,0.0146,True
3522703,SP,0.24,2.1352,0.35,2.93,1.06,0.0193,-0.0005,24.33,Itápolis,0,3,0.0015,False
3522307,SP,0.79,1.1267,1.51,10.48,5.97,0.0321,-0.0032,91.65,Itapetininga,0,3,0.0055,False
3523107,SP,6.13,0.7722,54.22,36.05,112.6,0.6177,-0.0068,94.87,Itaquaquecetuba,0,3,0.0264,True
3522901,SP,0.05,4.1874,0.05,0.45,0.28,0.0222,-0.0027,5.67,Itapuí,0,5,0.0004,False
3522802,SP,0.1,2.9387,0.04,0.39,0.23,0.034,0.0033,2.15,Itaporanga,0,5,0.0004,False
3522208,SP,2.76,0.819,22.22,17.14,46.31,0.4791,-0.0056,49.51,Itapecerica da Serra,0,3,0.0119,True
3522604,SP,0.42,1.6718,4.25,9.8,6.89,0.0859,-0.0053,41.72,Itapira,0,3,0.0029,False
3522406,SP,0.35,1.7784,0.39,4.19,2.08,0.0191,-0.0038,51.75,Itapeva,0,3,0.0028,False
3522000,SP,0.02,7.6967,0.02,0.06,0.06,0.022,0.01,1.2,Itaju,0,6,0.0001,False
3521705,SP,0.09,3.7328,0.08,0.56,0.26,0.0135,-0.0074,7.08,Itaberá,0,3,0.0005,False
3522158,SP,0.02,6.8697,0.0,0.02,0.02,0.0,0.0031,0.65,Itaóca,0,5,0.0001,False
3521408,SP,0.08,3.4176,0.87,2.54,1.39,0.0806,-0.0054,9.08,Iracemápolis,0,3,0.0006,False
3522109,SP,1.59,0.8524,7.41,14.78,23.95,0.109,-0.0022,113.15,Itanhaém,0,3,0.0094,True
3521309,SP,0.11,2.9297,0.1,0.58,0.4,0.0387,-0.0028,4.19,Ipuã,0,3,0.0005,False
3521903,SP,0.05,4.7356,0.03,0.53,0.15,0.0188,0.006,3.16,Itajobi,0,5,0.0003,False
3521804,SP,0.24,2.0381,0.12,0.72,0.69,0.0356,0.0003,7.06,Itaí,0,3,0.001,False
3521606,SP,0.02,9.4531,0.0,0.03,0.06,0.0126,-0.0068,1.9,Irapuru,0,6,0.0001,False
3521200,SP,0.02,6.8697,0.0,0.06,0.05,0.0071,0.0005,2.03,Iporanga,0,5,0.0001,False
3521150,SP,0.04,5.0767,0.03,0.21,0.09,0.0123,-0.0024,2.33,Ipiguá,0,5,0.0002,False
3521507,SP,0.02,6.2578,0.02,0.15,0.09,0.0196,-0.0073,1.94,Irapuã,0,5,0.0001,False
3521002,SP,0.39,1.577,0.61,1.16,1.53,0.0623,-0.0005,10.19,Iperó,0,3,0.0016,False
3520608,SP,0.02,6.8697,0.02,0.07,0.05,0.0118,-0.0042,1.64,Indiana,0,5,0.0001,False
3520509,SP,1.14,1.1489,8.93,31.02,17.42,0.0896,-0.0065,100.4,Indaiatuba,0,3,0.0074,False
3521101,SP,0.08,3.8289,0.47,0.6,0.85,0.0926,-0.0009,4.63,Ipeúna,0,5,0.0004,False
3520905,SP,0.05,4.3679,0.04,0.39,0.15,0.0105,-0.0004,5.71,Ipaussu,0,5,0.0003,False
3520806,SP,0.0,15.4882,0.0,0.02,0.0,0.0,-0.0051,0.61,Inúbia Paulista,0,4,0.0,False
3520301,SP,0.33,1.6618,0.12,0.74,1.1,0.0161,-0.0024,27.39,Iguape,0,3,0.0019,False
3520707,SP,0.02,7.6967,0.0,0.09,0.02,0.0043,0.0045,1.11,Indiaporã,0,6,0.0001,False
3520202,SP,0.11,2.8749,0.52,0.46,0.98,0.0727,0.0006,6.7,Igaratá,0,5,0.0006,False
3520400,SP,0.27,1.9243,0.03,1.26,0.77,0.0093,-0.0028,30.99,Ilhabela,0,3,0.0018,False
3520426,SP,0.15,2.7305,0.06,0.78,1.04,0.0178,-0.0078,28.77,Ilha Comprida,0,3,0.0014,False
3520442,SP,0.1,3.0062,0.09,1.15,0.41,0.008,-0.0057,22.23,Ilha Solteira,0,3,0.001,False
3519907,SP,0.03,5.7812,0.04,0.12,0.08,0.0132,0.0002,2.36,Iepê,0,5,0.0002,False
3520103,SP,0.25,1.8836,0.35,1.46,1.19,0.0293,-0.0033,18.23,Igarapava,0,3,0.0014,False
3520004,SP,0.17,2.4952,0.22,1.24,0.75,0.0282,-0.0024,11.82,Igaraçu do Tietê,0,3,0.0009,False
3519709,SP,1.37,0.9463,7.64,8.77,11.77,0.1502,-0.0055,37.12,Ibiúna,0,3,0.0058,False
3519501,SP,0.06,3.881,0.02,0.15,0.19,0.0407,-0.0018,1.81,Ibirarema,0,5,0.0003,False
3519402,SP,0.06,4.1478,0.06,0.37,0.26,0.0222,-0.003,5.13,Ibirá,0,5,0.0004,False
3519253,SP,0.1,3.1903,0.04,0.09,0.19,0.043,0.0005,1.16,Iaras,0,5,0.0004,False
3519303,SP,0.35,1.7173,0.33,1.4,1.38,0.0611,-0.0005,9.39,Ibaté,0,3,0.0014,False
3519808,SP,0.06,4.3208,0.1,0.28,0.19,0.0238,-0.0028,3.09,Icém,0,5,0.0003,False
3519600,SP,0.25,2.0908,0.49,4.53,1.85,0.0201,0.0038,45.2,Ibitinga,0,3,0.0023,False
3519006,SP,0.04,4.8057,0.01,0.15,0.06,0.0044,0.0022,2.74,Herculândia,0,5,0.0002,False
3519204,SP,0.05,4.7356,0.04,0.08,0.12,0.018,0.0035,2.12,Iacri,0,5,0.0002,False
3519105,SP,0.02,6.8697,0.04,0.26,0.12,0.0128,0.004,4.68,Iacanga,0,5,0.0002,False
3519071,SP,3.42,0.7979,39.47,33.73,61.0,0.3926,-0.0057,74.65,Hortolândia,0,3,0.0153,True
3519055,SP,0.04,4.8057,0.36,0.88,0.5,0.0521,-0.0019,4.96,Holambra,0,5,0.0003,False
3518701,SP,3.75,1.0253,14.72,26.35,69.27,0.2217,-0.0077,164.1,Guarujá,0,3,0.0195,True
3518859,SP,0.03,5.7812,0.05,0.19,0.2,0.0227,0.0041,4.31,Guatapará,0,5,0.0002,False
3518909,SP,0.03,5.3963,0.01,0.03,0.1,0.0305,0.0045,1.17,Guzolândia,0,5,0.0001,False
3518800,SP,18.49,0.691,204.88,231.2,351.13,0.323,-0.0071,530.46,Guarulhos,0,3,0.0878,True
3518602,SP,0.5,1.6261,0.95,2.03,3.0,0.0818,-0.0002,17.04,Guariba,0,3,0.0022,False
3518206,SP,0.32,1.8936,0.13,1.25,0.95,0.0153,0.0005,23.46,Guararapes,0,3,0.0017,False
3518404,SP,1.59,0.876,2.86,8.84,10.29,0.0758,0.002,63.9,Guaratinguetá,0,3,0.0073,False
3518305,SP,0.22,2.1485,1.58,1.42,2.42,0.087,-0.0039,13.97,Guararema,0,3,0.0012,False
3518503,SP,0.07,3.6293,0.06,0.54,0.29,0.0264,0.0005,4.75,Guareí,0,5,0.0004,False
3518107,SP,0.02,6.8697,0.04,0.13,0.23,0.0375,-0.0017,3.16,Guarantã,0,5,0.0002,False
3517802,SP,0.05,4.1874,0.01,0.11,0.08,0.0046,-0.0102,3.11,Guaraçaí,0,5,0.0003,False
3518008,SP,0.0,15.4882,0.0,0.02,0.01,0.0068,-0.0195,0.71,Guarani d'Oeste,0,4,0.0,False
3517505,SP,0.07,3.7494,0.09,0.63,0.35,0.025,0.0027,6.55,Guapiaçu,0,5,0.0004,False
3517901,SP,0.04,5.6323,0.09,0.35,0.2,0.0232,-0.0007,3.9,Guaraci,0,5,0.0002,False
3517604,SP,0.09,3.4007,0.04,0.4,0.25,0.0178,-0.0042,5.34,Guapiara,0,3,0.0004,False
3517703,SP,0.16,2.4506,0.17,0.54,0.83,0.0204,-0.0039,18.92,Guará,0,3,0.0011,False
3517208,SP,0.07,3.7494,0.17,0.58,0.49,0.0301,-0.0032,8.03,Guaiçara,0,5,0.0005,False
3517406,SP,0.27,2.1276,0.65,3.39,1.65,0.0192,-0.0037,41.04,Guaíra,0,3,0.0022,False
3517109,SP,0.04,4.8057,0.05,0.12,0.12,0.0204,-0.0024,2.11,Glicério,0,5,0.0002,False
3517307,SP,0.03,5.3963,0.03,0.09,0.1,0.0161,0.0043,2.38,Guaimbê,0,5,0.0002,False
3517000,SP,0.05,4.5151,0.03,0.22,0.15,0.0122,0.0043,4.28,Getulina,0,5,0.0003,False
3516853,SP,0.03,5.7812,0.06,0.16,0.15,0.0619,0.0005,1.09,Gavião Peixoto,0,5,0.0001,False
3516903,SP,0.05,4.5721,0.04,0.26,0.14,0.0149,-0.0013,3.53,General Salgado,0,5,0.0003,False
3516705,SP,0.19,2.1972,0.11,1.77,1.11,0.0198,-0.0027,26.57,Garça,0,3,0.0015,False
3516507,SP,0.0,15.4882,0.01,0.05,0.05,0.0594,-0.0003,0.49,Gabriel Monteiro,0,4,0.0,False
3516804,SP,0.02,6.2578,0.0,0.06,0.03,0.0032,-0.0025,1.5,Gastão Vidigal,0,5,0.0001,False
3516606,SP,0.06,3.881,0.03,0.1,0.26,0.0311,-0.0078,3.58,Gália,0,3,0.0003,False
3515905,SP,0.0,15.4882,0.02,0.06,0.04,0.0138,-0.0226,1.39,Floreal,0,4,0.0001,False
3516309,SP,2.25,0.9402,4.08,8.74,23.6,0.2478,-0.0062,48.42,Francisco Morato,0,3,0.0094,True
3516408,SP,1.86,0.9489,7.56,11.51,20.18,0.2337,-0.0063,42.59,Franco da Rocha,0,3,0.0079,False
3515657,SP,0.0,0.0,0.0,0.0,0.01,0.0144,0.0,0.5,Fernão,0,3,0.0,False
3516200,SP,1.45,0.9781,3.53,50.4,13.47,0.0236,0.0001,290.75,Franca,0,3,0.0141,True
3516002,SP,0.03,5.3963,0.01,0.05,0.08,0.0146,-0.0061,1.81,Flórida Paulista,0,5,0.0002,False
3516101,SP,0.02,6.2578,0.02,0.05,0.07,0.0198,0.0098,1.33,Florínia,0,6,0.0001,False
3515806,SP,0.01,10.9302,0.0,0.01,0.02,0.0141,-0.0161,0.34,Flora Rica,0,6,0.0,False
3515509,SP,0.22,2.2609,0.24,5.15,0.97,0.0115,-0.0051,37.2,Fernando Prestes,0,3,0.0019,False
3515400,SP,0.07,3.6293,0.07,0.62,0.27,0.0188,0.0049,6.07,Fartura,0,5,0.0004,False
3515707,SP,2.52,0.8573,31.43,23.74,61.07,0.5869,-0.0059,55.41,Ferraz de Vasconcelos,0,3,0.012,True
3515350,SP,0.07,3.7494,0.05,0.27,0.16,0.0139,-0.0013,3.95,Euclides da Cunha Paulista,0,5,0.0003,False
3515608,SP,0.02,6.8697,0.02,0.16,0.1,0.0256,0.0008,1.86,Fernandópolis,0,5,0.0001,False
3515186,SP,0.17,2.2717,0.5,2.35,1.18,0.0354,-0.0034,16.05,Espírito Santo do Pinhal,0,3,0.0011,False
3515194,SP,0.04,4.8057,0.04,0.08,0.15,0.0419,0.0036,1.42,Espírito Santo do Turvo,0,5,0.0002,False
3557303,SP,0.04,4.8057,0.19,0.49,0.45,0.0379,-0.0065,6.18,Urupês,0,5,0.0003,False
3515301,SP,0.02,7.6967,0.03,0.02,0.07,0.0458,-0.0054,0.64,Estrela do Norte,0,6,0.0001,False
3515202,SP,0.03,5.3963,0.02,0.26,0.08,0.0088,-0.0015,2.99,Estrela d'Oeste,0,5,0.0002,False
3515004,SP,4.18,0.879,29.42,24.48,62.18,0.5504,-0.0072,58.37,Embu das Artes,0,3,0.0172,True
3515103,SP,1.47,0.9538,7.3,6.46,12.78,0.2683,-0.0054,21.94,Embu-Guaçu,0,3,0.0057,False
3514809,SP,0.15,2.7305,0.04,0.34,0.25,0.012,-0.0059,4.77,Eldorado,0,3,0.0006,False
3515129,SP,0.01,10.9302,0.0,0.02,0.01,0.0,-0.006,0.7,Emilianópolis,0,6,0.0,False
3515152,SP,0.16,2.5178,0.99,0.86,1.49,0.0998,0.0023,7.36,Engenheiro Coelho,0,5,0.0008,False
3514601,SP,0.02,7.4994,0.14,0.25,0.36,0.0769,0.0053,2.47,Dumont,0,6,0.0001,False
3514957,SP,0.0,15.4882,0.0,0.02,0.02,0.0108,-0.0064,0.89,Embaúba,0,4,0.0,False
3514502,SP,0.05,4.1874,0.05,0.52,0.17,0.0174,-0.0054,3.69,Duartina,0,3,0.0003,False
3514403,SP,0.15,2.5823,0.1,1.52,0.46,0.0061,0.0,29.25,Dracena,0,3,0.0014,False
3514924,SP,0.01,10.9302,0.02,0.09,0.06,0.0393,0.0072,0.8,Elisiário,0,6,0.0001,False
3514908,SP,0.12,3.0737,1.16,1.09,1.58,0.1487,-0.0002,5.36,Elias Fausto,0,5,0.0006,False
3514700,SP,0.03,5.7812,0.02,0.07,0.08,0.0181,-0.0017,1.46,Echaporã,0,5,0.0001,False
3514007,SP,0.11,3.1473,0.05,0.16,0.29,0.0947,-0.0039,1.09,Dobrada,0,3,0.0004,False
3513900,SP,0.02,6.8697,0.06,0.33,0.13,0.0215,-0.0011,2.99,Divinolândia,0,5,0.0002,False
3514205,SP,0.0,0.0,0.0,0.02,0.0,0.004,0.0,0.6,Dolcinópolis,0,3,0.0,False
3513603,SP,0.28,1.9701,0.33,0.75,1.09,0.0593,0.0029,7.66,Cunha,0,3,0.0011,False
3513504,SP,1.9,1.0524,15.72,13.41,28.93,0.224,-0.0078,65.19,Cubatão,0,3,0.0091,True
3514106,SP,0.25,1.9188,0.19,0.93,0.71,0.0171,0.0003,15.28,Dois Córregos,0,3,0.0013,False
3514304,SP,0.04,5.6323,0.07,0.26,0.16,0.0285,0.0012,2.43,Dourado,0,5,0.0002,False
3513405,SP,1.0,1.1715,0.62,5.92,4.54,0.0435,0.0053,45.79,Cruzeiro,0,3,0.0047,False
3513850,SP,0.0,15.4882,0.0,0.02,0.0,0.0,-0.0007,0.32,Dirce Reis,0,4,0.0,False
3513207,SP,0.06,3.881,0.13,0.45,0.26,0.0215,-0.0031,5.2,Cristais Paulista,0,5,0.0004,False
3513306,SP,0.0,0.0,0.01,0.03,0.01,0.0134,0.0,0.54,Cruzália,0,3,0.0,False
3512902,SP,0.04,4.8057,0.03,0.28,0.12,0.0117,0.005,3.87,Cosmorama,0,5,0.0003,False
3513801,SP,5.69,0.8309,165.57,86.46,281.62,0.8025,-0.0073,204.79,Diadema,0,3,0.0357,True
3513702,SP,0.13,2.8766,0.39,2.56,1.09,0.0385,-0.0003,14.08,Descalvado,0,3,0.0009,False
3512803,SP,0.8,1.2484,5.54,10.15,9.57,0.1221,-0.0028,39.22,Cosmópolis,0,3,0.0041,False
3512506,SP,0.07,3.7494,0.08,0.22,0.18,0.0219,0.0009,2.93,Coroados,0,5,0.0003,False
3513009,SP,2.81,0.7909,31.56,23.6,58.85,0.3832,-0.0058,76.45,Cotia,0,3,0.0134,True
3512704,SP,0.04,5.6323,0.29,0.35,0.46,0.1011,0.0101,2.34,Corumbataí,0,6,0.0002,False
3513108,SP,0.16,2.4506,0.62,3.01,1.45,0.0412,0.0002,17.68,Cravinhos,0,3,0.0011,False
3512100,SP,0.1,3.361,0.2,0.34,0.45,0.0608,-0.0052,3.33,Colômbia,0,3,0.0004,False
3512605,SP,0.04,5.0767,0.03,0.1,0.07,0.02,-0.0042,0.96,Coronel Macedo,0,5,0.0001,False
3512308,SP,0.09,3.1544,0.15,0.76,0.39,0.024,-0.0052,7.01,Conchas,0,3,0.0005,False
3511904,SP,0.05,4.9888,0.03,0.18,0.11,0.0219,-0.0027,1.74,Clementina,0,5,0.0002,False
3512407,SP,0.09,3.236,1.02,2.74,1.8,0.0752,-0.001,12.69,Cordeirópolis,0,5,0.0007,False
3511706,SP,0.09,3.3085,0.79,0.86,1.28,0.0868,0.0025,7.63,Charqueada,0,5,0.0006,False
3512001,SP,0.13,2.6453,0.22,1.05,0.68,0.023,-0.0018,13.65,Colina,0,3,0.0009,False
3512209,SP,0.23,1.9636,2.4,2.06,4.06,0.1305,-0.0043,16.08,Conchal,0,3,0.0014,False
3511607,SP,0.06,4.3208,0.3,0.75,0.64,0.063,0.0034,5.19,Cesário Lange,0,5,0.0004,False
3511201,SP,0.02,6.8697,0.03,0.22,0.09,0.0171,0.0004,2.23,Catiguá,0,5,0.0001,False
3557204,SP,0.08,3.3235,0.05,0.24,0.25,0.0141,-0.0046,6.74,Uru,0,3,0.0005,False
3511409,SP,0.04,5.0767,0.09,0.57,0.28,0.0232,-0.0007,6.04,Cerqueira César,0,5,0.0003,False
3511508,SP,0.16,2.7094,1.09,4.81,2.7,0.0752,-0.0051,18.9,Cerquilho,0,3,0.0012,False
3510807,SP,0.17,2.5548,0.7,1.44,1.24,0.0372,-0.0033,16.29,Casa Branca,0,3,0.0011,False
3511300,SP,0.03,5.3963,0.06,0.3,0.18,0.0253,0.0032,3.19,Cedral,0,5,0.0002,False
3510906,SP,0.01,8.9061,0.04,0.06,0.08,0.0266,0.0048,1.35,Cássia dos Coqueiros,0,6,0.0001,False
3511102,SP,0.66,1.3685,0.79,12.61,3.38,0.019,-0.0026,81.83,Catanduva,0,3,0.0047,False
3511003,SP,0.22,2.168,0.07,0.52,0.48,0.012,-0.0033,12.32,Castilho,0,3,0.0011,False
3510401,SP,0.27,1.8621,1.8,5.52,3.01,0.0723,-0.0049,21.12,Capivari,0,3,0.0016,False
3510708,SP,0.1,2.9387,0.05,0.4,0.26,0.0112,-0.0012,8.06,Cardoso,0,3,0.0006,False
3510609,SP,5.38,0.7966,41.27,58.61,105.02,0.4456,-0.0067,125.55,Carapicuíba,0,3,0.0248,True
3510153,SP,0.04,5.0767,0.05,0.12,0.16,0.0444,0.0068,1.61,Canitar,0,5,0.0002,False
3510500,SP,2.81,0.7111,2.24,11.67,14.75,0.0698,-0.0032,95.32,Caraguatatuba,0,3,0.0122,True
3510005,SP,0.14,2.5964,0.17,1.6,0.65,0.0217,-0.0049,13.59,Cândido Mota,0,3,0.0009,False
3510203,SP,0.4,1.6127,0.35,2.43,1.9,0.027,0.0004,31.7,Capão Bonito,0,3,0.0023,False
3510302,SP,0.09,3.1544,0.35,1.05,0.66,0.0427,-0.001,7.5,Capela do Alto,0,3,0.0005,False
3510104,SP,0.0,15.4882,0.01,0.09,0.03,0.0186,-0.0155,0.9,Cândido Rodrigues,0,4,0.0,False
3509809,SP,0.02,6.2578,0.01,0.08,0.06,0.0137,0.0019,1.4,Campos Novos Paulista,0,5,0.0001,False
3509700,SP,0.48,1.4407,0.31,3.3,1.83,0.0222,-0.004,34.71,Campos do Jordão,0,3,0.0026,False
3509908,SP,0.1,3.361,0.02,0.18,0.23,0.0082,-0.0045,9.32,Cananéia,0,3,0.0006,False
3509601,SP,0.7,1.3173,7.66,11.21,13.76,0.1995,-0.0044,35.37,Campo Limpo Paulista,0,3,0.0038,False
3509957,SP,0.06,4.1478,0.19,0.15,0.47,0.1063,0.0051,2.17,Canas,0,5,0.0003,False
3509502,SP,15.42,0.6632,330.6,357.92,473.12,0.2678,-0.0046,887.18,Campinas,0,3,0.0949,True
3509304,SP,0.02,6.2578,0.02,0.16,0.08,0.0081,0.0039,3.55,Cajobi,0,5,0.0002,False
3509452,SP,0.02,7.6967,0.02,0.09,0.1,0.0188,0.0097,2.41,Campina do Monte Alegre,0,6,0.0001,False
3509254,SP,0.26,1.8397,0.39,1.1,1.8,0.0621,-0.002,13.86,Cajati,0,3,0.0013,False
3509106,SP,0.07,3.7494,0.0,0.04,0.08,0.0046,-0.0003,1.54,Caiuá,0,5,0.0003,False
3509403,SP,0.12,2.8461,0.34,0.9,0.88,0.0274,-0.0038,15.77,Cajuru,0,3,0.0009,False
3509205,SP,0.77,1.1719,3.31,4.34,7.68,0.1505,-0.0008,25.04,Cajamar,0,3,0.0034,False
3509007,SP,0.61,1.4128,5.73,8.66,9.38,0.1743,-0.007,27.12,Caieiras,0,3,0.0031,False
3508801,SP,0.09,3.1544,0.1,0.5,0.41,0.0216,-0.0007,8.49,Cafelândia,0,3,0.0006,False
3508702,SP,0.07,3.8523,0.13,0.72,0.36,0.04,-0.0068,4.08,Caconde,0,3,0.0004,False
3508900,SP,0.0,0.0,0.01,0.03,0.02,0.0155,0.0,0.77,Caiabu,0,3,0.0,False
3508504,SP,1.14,1.0945,9.89,17.99,16.98,0.1629,0.0,52.41,Caçapava,0,3,0.0058,False
3508405,SP,0.46,1.6674,1.31,2.09,2.67,0.0828,-0.0035,14.73,Cabreúva,0,3,0.002,False
3508603,SP,0.22,2.1866,0.62,1.56,1.59,0.0507,0.0035,15.12,Cachoeira Paulista,0,3,0.0012,False
3508306,SP,0.03,6.054,0.02,0.09,0.09,0.0132,0.0046,2.35,Cabrália Paulista,0,5,0.0002,False
3508009,SP,0.12,3.0043,0.11,0.58,0.57,0.022,0.0014,11.75,Buri,0,5,0.0008,False
3508108,SP,0.13,2.6966,0.1,0.68,0.5,0.0149,-0.0009,14.04,Buritama,0,3,0.0009,False
3507902,SP,0.11,2.8749,0.31,1.27,0.7,0.0288,-0.001,11.69,Brotas,0,3,0.0007,False
3508207,SP,0.03,5.3963,0.04,0.15,0.1,0.0153,0.0062,2.5,Buritizal,0,5,0.0002,False
3507704,SP,0.02,6.2578,0.02,0.11,0.09,0.0305,-0.0038,1.19,Braúna,0,5,0.0001,False
3507803,SP,0.12,2.9387,0.35,1.7,0.98,0.0368,-0.0034,13.23,Brodowski,0,3,0.0008,False
3507753,SP,0.04,5.0767,0.04,0.08,0.1,0.0215,0.0014,1.67,Brejo Alegre,0,5,0.0002,False
3507506,SP,0.6,1.434,0.8,9.24,2.28,0.012,-0.0045,79.75,Botucatu,0,3,0.0044,False
3507605,SP,0.73,1.112,4.68,20.23,9.79,0.0456,-0.0021,112.17,Bragança Paulista,0,3,0.0062,False
3507456,SP,0.0,0.0,0.01,0.06,0.02,0.0118,0.0,1.02,Borebi,0,3,0.0,False
3507407,SP,0.07,3.8523,0.17,0.66,0.38,0.0297,-0.0034,5.83,Borborema,0,5,0.0004,False
3507159,SP,0.02,7.6967,0.01,0.06,0.03,0.0119,0.0103,0.8,Bom Sucesso de Itararé,0,6,0.0001,False
3507308,SP,0.02,6.8697,0.01,0.16,0.07,0.0143,0.0025,1.84,Boracéia,0,5,0.0001,False
3507209,SP,0.0,15.4882,0.0,0.01,0.0,0.0,-0.0041,0.18,Borá,0,4,0.0,False
3507001,SP,0.28,1.9427,1.92,6.42,4.34,0.0855,-0.0001,26.35,Boituva,0,3,0.0019,False
3507100,SP,0.13,2.9,0.54,2.0,1.2,0.0574,-0.0053,10.39,Bom Jesus dos Perdões,0,3,0.0008,False
3506904,SP,0.07,3.6293,0.11,0.22,0.21,0.0236,-0.003,3.41,Bofete,0,5,0.0003,False
3506706,SP,0.05,4.5151,0.1,0.28,0.32,0.0293,-0.0049,5.18,Boa Esperança do Sul,0,5,0.0003,False
