id_municipio,uf,homicidio_media,homicidio_cv,roubo_veiculo_media,furto_veiculo_media,total_crimes_violentos,proporcao_roubo_furto,tendencia_homicidios,volatilidade_crimes,nome_municipio,is_capital,cluster,indice_criminalidade,is_hotspot
3506805,SP,0.03,5.7812,0.08,0.28,0.27,0.0332,-0.0007,4.07,Bocaina,0,5,0.0002,False
3506607,SP,0.12,3.2779,0.32,1.38,0.95,0.0417,0.0008,11.18,Biritiba-Mirim,0,5,0.0008,False
3506508,SP,1.06,1.0892,2.61,12.52,7.16,0.0432,-0.0046,79.45,Birigui,0,3,0.006,False
3506359,SP,0.65,1.1712,2.46,4.85,9.26,0.0871,-0.0012,55.02,Bertioga,0,3,0.0041,False
3506409,SP,0.03,5.7812,0.06,0.28,0.16,0.0275,0.0024,2.69,Bilac,0,5,0.0002,False
3506300,SP,0.05,4.5721,0.03,0.18,0.13,0.0109,-0.0068,4.58,Bernardino de Campos,0,5,0.0003,False
3506102,SP,0.34,1.5838,0.89,7.9,3.12,0.0267,0.0015,59.16,Bebedouro,0,3,0.003,False
3505708,SP,2.64,0.9918,17.92,44.88,37.87,0.1609,-0.0056,118.12,Barueri,0,3,0.0133,True
3506201,SP,0.0,15.4882,0.01,0.02,0.02,0.0122,0.0143,0.98,Bento de Abreu,0,4,0.0,False
3506003,SP,2.66,0.6968,4.21,48.89,21.24,0.0361,-0.0031,291.94,Bauru,0,3,0.0182,True
3505906,SP,0.27,1.9243,0.5,5.14,1.6,0.0167,-0.0037,45.87,Batatais,0,3,0.0023,False
3505807,SP,0.06,3.881,0.05,0.43,0.22,0.0102,0.0005,9.15,Bastos,0,5,0.0005,False
3505609,SP,0.28,2.0257,0.28,1.18,1.42,0.0492,-0.0037,12.98,Barrinha,0,3,0.0013,False
3505401,SP,0.26,1.8516,0.11,0.15,0.53,0.032,-0.0012,4.67,Barra do Turvo,0,3,0.001,False
3505500,SP,0.55,1.3677,1.29,15.12,4.55,0.0162,-0.0012,141.09,Barretos,0,3,0.0063,False
3505351,SP,0.0,15.4882,0.0,0.02,0.04,0.0608,0.0213,0.35,Barra do Chapéu,0,4,0.0,False
3505203,SP,0.1,3.1903,0.2,1.55,0.77,0.019,0.0026,20.06,Bariri,0,5,0.001,False
3505302,SP,0.1,3.7456,0.21,2.93,0.8,0.0237,-0.0042,17.04,Barra Bonita,0,3,0.0009,False
3505005,SP,0.02,6.8697,0.01,0.03,0.03,0.0158,-0.0166,0.47,Barão de Antonina,0,6,0.0001,False
3504909,SP,0.03,5.3963,0.01,0.08,0.05,0.0053,-0.0125,2.27,Bananal,0,5,0.0002,False
3505104,SP,0.05,4.9888,0.02,0.12,0.1,0.0086,-0.0092,3.88,Barbosa,0,5,0.0003,False
3504602,SP,0.07,3.9926,0.09,1.17,0.41,0.0301,0.0007,6.44,Bady Bassitt,0,5,0.0004,False
3504701,SP,0.02,6.2578,0.0,0.05,0.03,0.0124,0.0067,0.39,Balbinos,0,5,0.0001,False
3504800,SP,0.02,6.8697,0.03,0.36,0.1,0.0128,-0.002,3.55,Bálsamo,0,5,0.0002,False
3504305,SP,0.02,7.6967,0.04,0.11,0.09,0.0256,-0.0058,1.68,Avaí,0,6,0.0001,False
3504503,SP,0.62,1.6476,0.57,4.1,2.0,0.0153,-0.0074,51.71,Avaré,0,3,0.0036,False
3504404,SP,0.05,4.1874,0.07,0.36,0.25,0.0251,0.0014,4.55,Avanhandava,0,5,0.0003,False
3504206,SP,0.06,3.881,0.04,0.41,0.22,0.0173,-0.0022,5.09,Auriflama,0,5,0.0004,False
3504008,SP,0.64,1.2732,1.15,11.42,3.88,0.026,-0.0028,70.84,Assis,0,3,0.0043,False
3504107,SP,1.38,1.0037,9.51,23.47,17.07,0.0862,-0.0053,100.89,Atibaia,0,3,0.0081,False
3503950,SP,0.01,10.9302,0.01,0.02,0.02,0.0215,-0.0193,0.23,Aspásia,0,6,0.0,False
3503901,SP,0.87,1.1263,12.7,13.82,19.02,0.293,-0.0005,32.16,Arujá,0,3,0.0045,False
3503802,SP,0.3,1.9812,4.03,9.34,5.83,0.0921,-0.0041,33.18,Artur Nogueira,0,3,0.0022,False
3503703,SP,0.03,5.7812,0.04,0.33,0.11,0.0289,-0.0003,1.64,Ariranha,0,5,0.0001,False
3503356,SP,0.01,10.9302,0.0,0.02,0.01,0.0068,-0.014,0.35,Arco-Íris,0,6,0.0,False
3503604,SP,0.08,3.7245,0.04,0.17,0.21,0.0541,0.0017,1.42,Areiópolis,0,5,0.0003,False
3503406,SP,0.06,4.3208,0.06,0.37,0.18,0.015,0.0012,4.78,Arealva,0,5,0.0003,False
3503505,SP,0.01,8.9061,0.0,0.05,0.02,0.0098,-0.003,0.74,Areias,0,6,0.0001,False
3503000,SP,0.03,5.7812,0.12,0.17,0.28,0.0559,0.0037,2.48,Aramina,0,5,0.0002,False
3503208,SP,1.51,0.9077,2.38,25.65,11.91,0.0371,-0.0029,158.63,Araraquara,0,3,0.0101,True
3503158,SP,0.02,6.2578,0.0,0.02,0.05,0.0156,-0.0029,0.78,Arapeí,0,5,0.0001,False
3503307,SP,0.79,1.2461,5.45,27.85,10.4,0.0679,-0.0004,78.97,Araras,0,3,0.0053,False
3502705,SP,0.12,2.7504,0.02,0.63,0.29,0.0078,-0.0024,11.93,Apiaí,0,3,0.0008,False
3503109,SP,0.02,6.8697,0.01,0.12,0.05,0.0116,-0.0018,1.44,Arandu,0,5,0.0001,False
3502804,SP,2.26,0.8139,2.55,17.9,10.73,0.0291,-0.0015,165.13,Araçatuba,0,3,0.0125,True
3502754,SP,0.33,1.7902,1.7,1.3,2.45,0.1214,-0.0027,9.53,Araçariguama,0,3,0.0014,False
3502903,SP,0.22,2.1264,1.16,1.64,2.17,0.0684,-0.0033,15.98,Araçoiaba da Serra,0,3,0.0013,False
3502606,SP,0.02,6.8697,0.02,0.13,0.05,0.0108,-0.006,1.55,Aparecida d'Oeste,0,5,0.0001,False
3502507,SP,0.51,1.4052,0.98,2.88,3.51,0.0339,-0.0008,50.17,Aparecida,0,3,0.0033,False
3502309,SP,0.06,3.881,0.17,0.15,0.31,0.1073,0.0051,1.34,Anhembi,0,5,0.0002,False
3502200,SP,0.07,3.6293,0.22,0.78,0.63,0.0314,0.005,10.17,Angatuba,0,5,0.0006,False
3502408,SP,0.0,0.0,0.02,0.05,0.02,0.0106,0.0,1.13,Anhumas,0,3,0.0,False
3502101,SP,0.58,1.3865,0.2,2.48,1.77,0.0142,-0.0019,47.63,Andradina,0,3,0.0033,False
3502002,SP,0.03,5.3963,0.18,0.24,0.3,0.0529,-0.0058,2.82,Analândia,0,5,0.0002,False
3501905,SP,0.32,1.7082,1.5,6.98,3.01,0.0479,-0.0011,31.72,Amparo,0,3,0.0021,False
3501608,SP,0.92,1.1071,13.09,89.71,24.45,0.0761,-0.001,172.21,Americana,0,3,0.0093,True
3501509,SP,0.02,6.8697,0.0,0.02,0.04,0.0135,-0.0028,0.71,Alvinlândia,0,5,0.0001,False
3501707,SP,0.3,1.9061,0.2,1.62,1.3,0.0436,-0.0019,12.91,Américo Brasiliense,0,3,0.0014,False
3501400,SP,0.04,5.0767,0.0,0.03,0.09,0.0196,-0.0079,1.47,Álvaro de Carvalho,0,5,0.0002,False
3501806,SP,0.02,6.2578,0.0,0.18,0.07,0.011,-0.0008,2.4,Américo de Campos,0,5,0.0002,False
