Estado,Tipo_Crime,Forca_Sazonal_%
SP,roubo_total,6.899066118146865
RJ,roubo_total,8.980806762451733
SP,furto_total,22.58395113451449
RJ,furto_total,20.069548637547644
SP,roubo_veiculo,12.88177526839733
RJ,roubo_veiculo,17.033970647587143
SP,furto_veiculo,39.05634331883005
RJ,furto_veiculo,26.55496551072542
